time:21/Aug/2021:12:15:34 +0900	host:54.238.226.199	forwardedfor:-	req:POST /initialize HTTP/2.0	method:POST	uri:/initialize	protocol:HTTP/2.0	status:200	size:18	referer:-	ua:benchmarker-initializer	reqtime:0.264	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.260	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET / HTTP/2.0	method:GET	uri:/	protocol:HTTP/2.0	status:200	size:528	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.002	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.000	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET /assets/index.f8c2722b.js HTTP/2.0	method:GET	uri:/assets/index.f8c2722b.js	protocol:HTTP/2.0	status:200	size:26685	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.002	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.004	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET /assets/favicon.d0f5f504.svg HTTP/2.0	method:GET	uri:/assets/favicon.d0f5f504.svg	protocol:HTTP/2.0	status:200	size:592	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.002	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.004	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET /assets/index.144d8ca8.css HTTP/2.0	method:GET	uri:/assets/index.144d8ca8.css	protocol:HTTP/2.0	status:200	size:19066	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.002	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.004	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET /assets/vendor.d5e1a410.js HTTP/2.0	method:GET	uri:/assets/vendor.d5e1a410.js	protocol:HTTP/2.0	status:200	size:743417	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.004	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.004	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET /assets/logo_white.svg HTTP/2.0	method:GET	uri:/assets/logo_white.svg	protocol:HTTP/2.0	status:200	size:3285	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.001	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.000	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET /assets/logo_orange.svg HTTP/2.0	method:GET	uri:/assets/logo_orange.svg	protocol:HTTP/2.0	status:200	size:3288	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.001	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.000	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET /?jwt=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2Mjk1MTU3NjksImlhdCI6MTYyOTUxNTczOCwiamlhX3VzZXJfaWQiOiJpc3Vjb24xIn0.Bi19cpD8MWLXl4AX8hc3lHpaTPcHt2pPb2qv2etHXdJMs2_zpSNC2JPOYIOt3EnAJ4kovZ7mgZaTv5daX9ZddQ HTTP/2.0	method:GET	uri:/?jwt=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2Mjk1MTU3NjksImlhdCI6MTYyOTUxNTczOCwiamlhX3VzZXJfaWQiOiJpc3Vjb24xIn0.Bi19cpD8MWLXl4AX8hc3lHpaTPcHt2pPb2qv2etHXdJMs2_zpSNC2JPOYIOt3EnAJ4kovZ7mgZaTv5daX9ZddQ	protocol:HTTP/2.0	status:200	size:528	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.001	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.000	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:POST /api/auth HTTP/2.0	method:POST	uri:/api/auth	protocol:HTTP/2.0	status:200	size:0	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.009	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.008	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET /api/user/me HTTP/2.0	method:GET	uri:/api/user/me	protocol:HTTP/2.0	status:200	size:26	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.001	upaddr:127.0.0.1:3000	upstatus:200	upcache:-	upptime:0.000	ifmodifiedsince:-	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET / HTTP/2.0	method:GET	uri:/	protocol:HTTP/2.0	status:304	size:0	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.000	upaddr:127.0.0.1:3000	upstatus:304	upcache:-	upptime:0.000	ifmodifiedsince:Fri, 20 Aug 2021 09:34:53 GMT	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET /assets/index.144d8ca8.css HTTP/2.0	method:GET	uri:/assets/index.144d8ca8.css	protocol:HTTP/2.0	status:304	size:0	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.000	upaddr:127.0.0.1:3000	upstatus:304	upcache:-	upptime:0.000	ifmodifiedsince:Fri, 20 Aug 2021 09:34:53 GMT	ifnonematch:-	vhost:54.199.41.247
time:21/Aug/2021:12:15:39 +0900	host:54.238.226.199	forwardedfor:-	req:GET /assets/favicon.d0f5f504.svg HTTP/2.0	method:GET	uri:/assets/favicon.d0f5f504.svg	protocol:HTTP/2.0	status:304	size:0	referer:-	ua:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36 Edg/81.0.522.52	reqtime:0.000	upaddr:127.0.0.1:3000	upstatus:304	upcache:-	upptime:0.000	ifmodifiedsince:Fri, 20 Aug 2021 09:34:53 GMT	ifnonematch:-	vhost:54.199.41.247
